author,comment,likes,published_at,is_relevant
@user-sj10hjkbbvcd,"Its not entirely developed,too many dirty small houses ,no clean large green patch of land",0,2025-06-03T13:57:02Z,True
@WaqarHasan-rc9rt,Lahore Lahore hai !,0,2024-03-25T20:06:57Z,True
@kanzahafeez2143,Walled city of Lahore is first love❤,2,2024-02-21T12:50:06Z,True
@lokeshsharma243,Kash india m hota,0,2023-12-28T15:14:55Z,True
@aryansrivastav876,I am from india and when i know about batwara i was so angry about jinna and gandhi 😑 kash wo batwara na hota too bharat aaj parcham lehra deta 🙏,0,2023-06-07T07:23:34Z,True
@siddiqueyd1,"Husn bhi ap hy Ishq bhi ap hy jis taraf dekhye ap hi ap hy ap hi ap hy, Lahore tu baad me dekhenge!",0,2023-04-22T16:44:43Z,True
@waleed7936,Best city in the world. My Lahore. Ruined by the government but still glorious ❤,2,2023-04-07T10:55:18Z,True
@ikhlaquechan7463,I hope androon Lahore can be restored!,0,2023-04-04T17:19:36Z,True
@turababbas4773,"Lahore Lahore ae
Jinne Lahore Nahi takaya ho jamaiya hi Nahi ❤",1,2023-04-02T11:20:11Z,True
@AdityaRaj-xm6oi,What does the name Lahore mean ?,0,2022-12-07T04:47:11Z,True
@himanshuverma3231,"After watching this documentary,i feel no difference between Lahore and Lucknow i feel same culture and environment, i love this melodious language and music, cuisines.
But these precious buildings and  monuments wants perfect restoration and maintenance techniques because they are jewels of the nation.
Here in our country every single monuments is restored in such way it get the original beauty mean to say with same style of masonary and rock engravement and traditional tiling works with traditional artist by ASI.",5,2022-10-21T04:09:24Z,True
@dawood__arham,"Qisi nay sahih khaa hai:""LAHORE LAHORE HAI""",0,2022-07-26T14:08:36Z,True
@abdullaali3594,I am from Lahore day time dish signal km q ho jaty h,0,2022-07-04T05:40:16Z,True
@mufasirbaloch6784,Lahore banega Hindu rasto,0,2022-05-21T02:45:49Z,True
@aryavartaking4640,Lahore ka Naam LORD SRI RAM ke son ke naam pe rakha gaya. All the pakistanies are converted muslim,0,2022-04-22T04:31:10Z,True
@abdulhafeezsfarooqi9211,"Girl,you may go for modelling! Your  overacting is not desirable.",0,2022-02-12T09:08:22Z,True
@faizanawan5703,MashAllah lahore is heart of Pakistan,0,2022-01-08T12:46:47Z,True
@mahendrapalsinghyadavadv5297,we have Lahori gate in delhi and many shops and places  named after karanchi gujranwala khyber pass Lahore Rawalpindi Etc,1,2021-12-30T16:50:02Z,True
@peterliggins6299,I will be visiting beautiful Lahore in March 22 (Inshallah) What is this music? It is amazing!,0,2021-12-15T20:17:53Z,True
@iyi4322,Lahore Lahore ay,0,2021-12-02T18:39:00Z,True
@iyi4322,So beautiful my City Lahore,0,2021-12-02T18:38:49Z,True
@seemamehmood4802,You make the video  so nice and  we r Lahoreee we love the lahore,0,2021-11-07T18:47:00Z,True
@sahibnoorsingh2940,Amritsar and lahore the same,0,2021-10-26T08:14:46Z,True
@musavvirshaikh3852,"I'm a marathi primary teacher in India maharashtra. I'm  very exciting to visit this place. Insha Allah one day I will visit this place with my friend....
Jazakallah",19,2021-10-21T04:07:20Z,True
@ghulamnabi7347,Very butiful  lahore  sity,0,2021-09-26T08:01:06Z,True
@munirahmed836,BEAUTIFUL BELOVED LAHORE OF BELOVED PAKISTAN. VERY NICE SPEAKING ANCHOR WOMAN? ZINDA BAAD PAKISTAN a& DISCOVER PAKISTAN.,0,2021-09-06T14:08:12Z,True
@sudarshan3965,aapne bahut acche se samjhaya hai. bahut accha laga lahore dekh ke. love from India.,0,2021-08-14T11:52:33Z,True
@salmerchant5411,"How about finding someone with better pronunciations, better grasp of urdu language? Couldn't watch it after she said مگل instead of مغل. After the word سیاح was butchered to  be سیاہ  and so forth. Sad.",0,2021-07-18T04:27:43Z,True
@anitarathore8009,My family was from Shahalami Lahore.,0,2021-05-26T08:49:28Z,True
@dr.dschauhan2430,It is exactly like agra fort or any other fort of India in fact this was also a Indian fort at the time of its construction,8,2021-05-21T18:28:28Z,True
@_roshanmohanta326,"and the thing is .....delhi gate in lahore ...lahori gate in delhi ........actly hum bol skte hain shydd delhi aur lahore twins hain
.",1,2021-05-20T12:53:16Z,True
@honeybeezenees5557,Can u post the lahore documentary ( the poetry one)as well ! tHAT WAS AMAZING!,8,2021-04-20T08:28:25Z,True
@ishikapruthi161,I really really wished to watch.. But poorest voice quality. Sorry. 😞 very loud background voice. and infact I started watching it thinking it's a DISCOVERY video not a discover video.,0,2021-04-18T16:27:31Z,True
@ansaricreations4855,I love you Lahore,1,2021-04-02T18:18:31Z,True
@devanshimoliya959,Iss video ne LAHORE mai Dilchaspi aur badha di..😊😊😊❤,17,2021-03-30T14:15:23Z,True
@100xzoom9,"Great Work 
Suggestion:
Please add subtitle as per broadcasting Viewers National Origins for International viewers.",0,2021-03-22T06:04:36Z,True
@mumtazzia5875,It was great experience too visit Royal Saloon commonly  known as Shahi Hummaam. All those who remained associated with restoration project need appreciation. It is a commendable job and real specimen of team work. All those now entusted with up-keep and operation of this site need to be acknowledged. I am an resident of walled city and definitely happy to visit such initiative,8,2021-03-14T12:28:23Z,True
@Raja-zk1eo,Khari baoli in delhi is Asia's largest spice market. Correct your fact. Though I loved your content.,0,2021-02-04T05:59:02Z,True
@AH-gc9cy,Wakai aaj ka or Purana to or bhi khoobsurat tha love u lahore  I'm from Bharat,6,2021-01-27T06:57:26Z,True
@mkrs1305,Lahore a great city founded by Love the warrior son of lord Rama...,0,2021-01-18T12:26:42Z,True
@akashsaneshwar5106,"Khubsoorat Nazare pakistan
I m indian and I want to visit in Lahore.
I love india and I love pakistan",5,2021-01-05T03:40:05Z,True
@ajazhassan16,Assalamo Alaykum Masha ALLAH Bahot pyara Superb Cha Jayein I&My Best Wishes Dua Always With You IN-SHAA ALLAH you will Rock always cha jayein Tc ALLAH bless you always,0,2020-12-24T20:06:45Z,True
@jibranali3611,Mara sona Lahore i am also from Lahore,1,2020-12-16T00:01:36Z,True
@anasarfi6163,I wish i wish k mei lahore ghomo,0,2020-12-12T10:14:30Z,True
@sidrahameed3746,Mera Lahore ❤,7,2020-11-21T07:42:07Z,True
@madanmathur6589,I was born in Lahore in 1931 and had to leave my motherland in 1947 due to historical events beyond our control. All these years I have been longing to visit my birth place (on Mohan Lal Road) but alas it has not been possible. Now at the age of 89 seeing your wonderful documentary my heart is full of nostalgia and fond memories of this historic city which seems to have have become younger and lovelier with passage of time. As someone has rightly said : “ Jis Lahore nahin dekheya o jamya hi nahin”! God bless you Lahore!(From India).,238,2020-11-10T16:14:13Z,True
@michellemcrae4557,That food looks incredible! 😋 I'd like to try.,7,2020-11-10T02:20:08Z,True
@babokhan9718,I am from Quetta  but Lahore is great city in the world I love Lahore,18,2020-10-21T10:32:57Z,True
@kiranstudent7413,Love from Ludhiana fr Lahore ❤🇮🇳,3,2020-09-21T06:44:16Z,True
@sunny09140,Beautiful indeed..... and I long to visit someday . Lahore and Peshawar ... the cities where my grandparents came from .,13,2020-09-10T02:53:20Z,True
@simarjeetsingh6099,Really amaging and wonderful city.. That fact is true who has not seen lahore city  that he has not born Yet.,6,2020-09-05T01:19:13Z,True
@manishrvce,Aamzing video Asifa and team Discover Pakistan.The old city is so rich in heritage and culture! Its also so similar to Old Delhi!! Luved it and luved the similairity between our countries!,5,2020-08-16T07:52:30Z,True
@umarhayat2273,Lucky 🍀 irani circus🃏🎪 & Afghan 👉🏽 🐺⛰ & 🧔🏼Uk 🎡 👈🏽 ghusbetiy 😐 real lahori 👉🏽🛕🧘🏻‍♂️📿 👈🏽 from Lahore.,0,2020-08-14T23:40:12Z,True
@qasimtanveer722,Mera piyara Lahore,0,2020-08-11T04:24:11Z,True
@javeriaijaz8558,i lived in walled city for 18 years nd didn't enjoy anything like this thats so unfortunate nd bizarre for me that i didn't observe this beauty and colourful culture 💔 missing those days,3,2020-08-05T08:21:59Z,True
@mohammadirfansiddiqui9589,Bahot khoob . Love from india,0,2020-07-27T02:07:34Z,True
@ranvijaymehta,Gajab .. Jaisi aap khubshurat ho ... waisi hi Lahore bhi laga.. thanks Love from Bangalore,2,2020-07-25T18:27:32Z,True
@AkbarAli-wx8oq,"Bahot Dil krta hai ap logo k bare me janne ki....apne to Lahore ki sayer kra di..Maza aageya Bahenjee...l am from West Bengal,India.",10,2020-07-25T04:13:11Z,True
@mrkhokhar4895,"Waooo my lovely beautiful great lahore , inshAllah  will soon.as come to pak",1,2020-07-24T18:18:06Z,True
@ZahidAli-ie9vd,Lahore historical place very amazing,4,2020-07-23T16:21:36Z,True
@prateekkoirala4279,beautiful pakistan n amazing lahore city.love frm NEPAL ❤️💚💛💙💜,27,2020-07-23T08:14:30Z,True
@s.k.parashar2175,Shukriya Lahore ki khubsoorat buildings aur galian dikhane ke liya.Good efforts.  Keep up. Thanks.,1,2020-07-19T01:42:11Z,True
@adeelrana5336,Superb documentary! Loved it! Lahore is love!,6,2020-07-16T13:39:33Z,True
@ravinderangurala6630,"Very nice video, good to see Lahore city from Delhi. Lahore and Amritsar the two beautiful city of Great Punjab.",23,2020-07-13T14:13:01Z,True
@jadoogarsiss9809,Love u lahore,1,2020-07-11T15:01:24Z,True
@youtube322youtube2,I love lahore .💓💗❤💚💜💛💕💖💙💞💛💜💕💚💙❤💜💗💓💛💙💕💗💙💜❤💚💗💓💓💛💙💜Arafa 4m UK .,0,2020-07-11T14:07:06Z,True
@mahmoodali7847,Ali Mahmood from Los Angeles USA this is beautiful lahore city move l born in Lahore.when I come lahore mostly l spend my time in walled city.,3,2020-07-09T19:41:29Z,True
@IMRANALI-wl5xw,"Today i visitid my childhood, i was born in lahore City, (Chota Mufti Bakir ) From Germany",2,2020-07-07T18:52:03Z,True
@imranalijafar,"Given the quality of the production, you should  add English subtitles to it. Or English dubbing if possible.",29,2020-07-06T14:40:21Z,True
@imranalijafar,Great video. Amazing shoots and editing. Loved how you captured the spirit of old Lahore,17,2020-07-06T14:28:24Z,True
@somnath8987,From India . it's your Lahore video so nice and beautiful,2,2020-07-05T03:47:20Z,True
@warrior1561,"I would visit Lahore one day, it's really a nice city",2,2020-07-03T14:24:57Z,True
@topsecret8871,Originally my ancestors are from Amritsar but migrated to Pakistan during partition. I’m Canadian Pakistani who was born in Canada. Pakistan Zindabad 🇵🇰,4,2020-06-28T09:00:07Z,True
@imranmunir1918,Lahore is great,0,2020-06-26T05:47:32Z,True
@pradeeppradhan9699,"wish i visit lahore once. good video Discover pakistan .
thank you",16,2020-06-08T04:47:11Z,True
@MerajAnsari-ur8jg,me lucknow se hun.lekin mujhe lahor bahot pasand he....i.miss you lahor,25,2020-06-02T08:39:54Z,True
@mazharabbas5076,"You are sooooooo beautiful and your way of explaining documentary is amazing,,, I really impressed... Keep it up 
Thank you for explaining our culture. Lahore ,long live Pakistan",4,2020-05-16T07:20:49Z,True
@miantahir1935,Very nice lahore city 🇵🇰🇵🇰🇵🇰,0,2020-04-29T07:48:35Z,True
@ahmadchohan9900,Awesome . Thanks to all of the team of discover Pakistan. ❤️,5,2020-04-25T09:00:48Z,True
@akhtarhussainkhan296,great efforts to introduce old Lahore...,4,2020-04-22T19:32:01Z,True
@fiazbutt912,Lovely places of Lahore and nice video.,1,2020-04-03T06:44:13Z,True
@abdulhannan288,amazing Lahore old style buildings,1,2019-12-04T18:13:15Z,True
@AdnanRazaofficial,Excellent work but very less views & likes,1,2019-11-17T17:00:37Z,True
@DECOROWALL,A complete & very informative doucmentry on walled city of lahore. you guys did a good job.,0,2019-09-17T19:43:13Z,True
@asadjamal5913,"Please don't encash your reputation and express truly and prudently your views and experiences and don't mis guide Lahore  public especially in breakfast especially your comments about desi chicken in purani anarkali very shameful for a person like you,a horrible experience 😂",0,2025-01-28T08:37:34Z,True
@videoventure2186,Esa khana kha kar acha kam kar hi nahi sakte ...burai hi burai niklegi...shame on you shame on your brutal society,1,2023-08-29T02:33:17Z,True
@mianumar6534,Ap Lahore mein ho toh darogawala stop per makhe ke paye khane ayen,1,2023-06-12T13:26:22Z,True
@azharmalik1230,Saqib Bhai Anarkali mae aek zamnae mae Fried Champaen Milan karti theen makhan mae bani hoee oska kuch pata kar saktae haen ? Pattun (leaves) ke ooper rakh k serve hoti theen,0,2023-01-11T14:04:37Z,True
@fakhirshahid7032,Nasir bong paye try kare ap,0,2022-12-26T13:30:03Z,True
@azizahamad1277,Ager ye paye nawaz sheriff khata ra tu pher yaqnan ye 2 nomber hon gey kun ka aik nomber cheez nawaz sheriff ke naseeb main nei ho sakty,0,2022-12-19T06:05:45Z,True
@adnanazeem2709,Saqib mobeen bhai as a Pakistani ma sirf yehi kahon ga ap mazay mazay ki video upload krtay rahien kiun k ye sari respy ma apnay ghar ma use k mazay leta hoon Alhamdulillah ❤️❤️,0,2022-12-07T11:16:03Z,True
@abdulvahid2893,Chutiapa km kra kro bhai .....chota bhai from delhi,0,2022-11-19T16:07:06Z,True
@mediapro798,Lahore ki kafi place chori he apne bohat mis ki he abhi kafi kuch baki he,0,2022-08-03T13:16:47Z,True
@muzamilgull4764,Es haleem wale location kia hai mai b eskay pas ja kar taste karna chta hon.,1,2022-06-17T00:20:53Z,True
@mahumadnadeen3452,Sir ak choti c baat bolni thi apki islah k liye k apne sunt b rkhi hoi aur sallam o alaikum nai bolte sai bola karen assalam o alaikum,1,2022-04-12T22:49:49Z,True
@shamarahim890,"Assalamualaikum bhai aapka saara video🎥 bht acha hai mashallah, lekin aap log Haleem mat boliye bhai please. Ye Allah ta'ala ka ism mubarak hai bht behurmati hoti hai allah Ta'ala k ism ki. I request to all muslims",1,2022-04-08T15:37:18Z,True
@waqarakramvlogs557,Kuky Apki Thumbnail bht acttractive hoti Ha.,0,2022-02-12T14:30:38Z,True
@ayeshabaloch7632,1 to ap ka payee ayee khata ap ha  mujha boht psnd payee Dil ayee,0,2022-02-07T12:26:09Z,True
@muhammadomerkhalid3092,"Tried this yesterday after watching your video but sorry to say it was not good. Too much spicy and taste was 30/100 at the most. 

Not recommended 

I hope more of your recommendations dont turn out like this.",0,2022-02-07T10:24:24Z,True
@goodarora131a,"I love to see the Lahore by your perspective, got emotional to feel the city of my forefathers. Looking forward to your future visit to India specialy Delhi. God bless you.",5,2022-02-03T11:51:10Z,True
@aqibchoudhry1850,Kya baat hai saqib bhai aap ki ma shaa Allah i really like your food vlog style unique without show-off.,1,2022-02-02T02:04:51Z,True
@imtiazahmad9624,I remember Bhaea g haleem in my school life from 1971 to 77. Thanks dear i will now visit anarkali to eat haleem. We used to eat haleem roll.,4,2022-01-29T20:34:40Z,True
@fayyazchef0,ASalam Walekum Saqib Mobin Sahab Kabhi hamare pass to visit Karen hamare  naam hai jaggi biryani Lahore railway station 2 Morya pull ke sat hi Gujja peeer darbar,0,2022-01-27T17:25:32Z,True
@vasanthkumarjayaraman6753,The signature food of St Paul's Karachi was bun chola during those days 1969/71 during my school days. Love from India,0,2022-01-27T06:13:19Z,True
@vasanthkumarjayaraman6753,Enjoying your program from Lahore just as Zia Tabarak of Karachi,0,2022-01-27T06:00:38Z,True
@anantamol,"Aapke yaha dishes to tasty hongi no doubt..but mehanga jyada hai...
India mai yehi plate 60 rs + 10 rs ki roti milti hai",1,2022-01-26T07:37:00Z,True
@Iamthewarner557,"*MUST DO THESE DHIKR OF ALLAH*
*SubhanAllah (x33), Alhamdulillah (x33), Allahu akbar (x34)* 
*Dont forget to recite after fard salah(Five daily prayer) and before you go to bed/sleep.*

Take Screen shot of this so that you don't forget and share to others to earn reward.",0,2022-01-25T17:45:45Z,True
@shan5597,Hi plz mention the google location of Siri paye shop.  Very nice work and love it,4,2022-01-25T14:20:04Z,True
@aargee1965music,"Yaar aap Hallem waale. Bhai ko mera personal hello..bolna..Banda Zameen...pur baitha hai...but TARBIYAT DEKHO...KENDEY 30 RUPEE WHICH WEE NAAN DE DENDEY HAI...RABB HAI YAAR..TEY OO WEKHADA BHI HAI...AAP UNKO MERA HELLO. BOLNA...Saqib  honey news which see Anarkali bazzar koi hadsa pesh aaya...Dhyaan rakhna..Tussi bhi Anduroon saaraa cover kardey ho.
Rabb maer karey.",1,2022-01-25T06:40:19Z,True
@islamichijamacentreofficia7082,Best taste in town,0,2022-01-24T18:49:23Z,True
@saimaarif7401,Or in chanday waly bhai k sath fish wala vlog,0,2022-01-24T17:27:11Z,True
@andregonsalvez9244,"Greetings from Canada  ! DELICIOUS I am hungry now, INSHALLA I hope to visit Pakistan in December 22 or 23 latest  .",1,2022-01-23T14:47:45Z,True
@bluemotion4111,"After soooo long some real natural Lahori  making food vlogs , keep up great work !",2,2022-01-23T01:34:07Z,True
@sheikhali3185,Sir g daleem misri shah ki b bht aala ea must try that too or manno k paye b kmaal ea near chamra mandi...bt time bht short ota manno ka early morning 4 se max 7 bje tk.. highly recommend,1,2022-01-22T21:57:33Z,True
@sheikhali3185,Saqib bhai tussi great o love to watch your video... Allah pk bless you n thank you for telling about hidden gems in Lahore 😘❤️,1,2022-01-22T21:41:36Z,True
@sanjitbose1,Additionally...suggestion that You have the talent to collaborate with chefs to inspire home cooks specially family audience ...,2,2022-01-22T16:20:00Z,True
@ahmarhafeez4201,"Ahmar Hafeez.
Asalamalaikum brother

Valencia may Rana Kay bhee chanee aur payeee try kareen.",1,2022-01-22T13:01:27Z,True
@bilalmohsin1,Saqib bhai........ Yar kindly in ur food videos aik adhi historic site ya shopping place bhi add kr lain... Especially itar and perfume shops,1,2022-01-22T08:42:46Z,True
@yasirchohan5741,Bhai chai tora sa agy MADINA hotel end majeed bakery k finger or sat,0,2022-01-22T06:25:34Z,True
@jhanzebbrohi4698,nice video Lahore really nice place for foodies.,0,2022-01-22T05:18:07Z,True
@mohdsamoon,India se kese aaye khane pata nahi kab visa open honge Lahor aane ka man hai paye khane😋😋😋😋😋,1,2022-01-21T21:30:53Z,True
@salmankhanDHA,"Brother u must visit one place in Gulberg main market right next to MCB bank , I m sure u never ever had that kind of food in Lahore before . Restaurant name is ص by saddique sons . I ll recommend u to try the mutton kunna, desi murg shorby wala and last but not the least mutton in kali mirch. Don’t forget to mention my name if u like that food . It’s a must try .jazak allah",1,2022-01-21T17:02:52Z,True
@ilovemadina3559,Humare India me Haleem to biryani KE sath khate Hain ya phir aise hi khate Hain kata hua  piyaz aur nimbu daal kar😋   aap naan KE sath kha rahe ho Bhai naan KE sath kesa lagta hoga 🤔 daal wali feeling arahi hogi 😀,0,2022-01-21T10:47:43Z,True
@MahiTerracegardening,Bhai log baki sab thik hai per 4 Pidhi se wahi choti si dukan samajh nahi aaya India me hota to pura chain khol diya jata example hai Tunde kababi aur bhi bahut hai,5,2022-01-21T05:49:35Z,True
@ussamahasan9688,Assalamoalaykum saqib bhai abdul malik bhai lahore me hi hain ya saudia chale gaye,0,2022-01-21T05:35:53Z,True
@hassanshah4079,Lahore was jolted by a bomb blast yesterday in Anarkali. Allah logo ki hifazat farmai,0,2022-01-21T02:35:47Z,True
@umair608,Yar what a vibe of Bazar anarkali,1,2022-01-20T19:58:40Z,True
@holic-gamingpk,Bhai Bach to Gaye ho na dhamake se,1,2022-01-20T19:24:34Z,True
@noumanmuzaffar9045,"ALLAH pak apko sabko or ham sabko apni hifzo aman main rakhay.
App sari subah anarkali phiraty rahay.
Stay BLESS",1,2022-01-20T18:59:26Z,True
@bintekhawaja8263,Sir apke vlogs ne na hum karachi walu ko na lahore k khanu ka fan bana dia hai 😅,1,2022-01-20T17:30:36Z,True
@muhammadsohaib9013,Good service for paitoos,0,2022-01-20T17:18:34Z,True
@shakir2292,"Assalamualaikum Saqib sahab
Jute utar kr khana chahiye",0,2022-01-20T16:36:14Z,True
@rummyseth1603,One of best food blogger in Pakistan 👍,1,2022-01-20T16:07:50Z,True
@walihaider995,Babar ki haleem beef ki best Jiya Musa shahdara lahore plz bhai ayo,0,2022-01-20T16:05:01Z,True
@walihaider995,Yaar bhai ap shahdara ayo babar ki haleem best haleem of  lahore,0,2022-01-20T16:03:43Z,True
@mdsadab2005,Bhaijaan aapne kab video banayi thi yeh wali. Aaj k din to bomb blast hui hain Anarkali bazar mein. Allah sab ko salamat rakhe,2,2022-01-20T14:37:52Z,True
@dharmendrarajput7399,Bach gaye bomb 💣fat gaya anarkali m,0,2022-01-20T14:35:54Z,True
@maniksabharwal115,Bhot badiya thand kay maze 👍,0,2022-01-20T14:05:42Z,True
@mohammadshia7790,Anarkali my aaj aap b they,0,2022-01-20T13:10:25Z,True
@nasimAkhtar-q9i,"Two kebab two paira one Roti one pairs Pasia News 🗞️📰 one Anna 
Jami from New York USA 🗽🗽🗽🗽🗽",1,2025-10-06T22:53:03Z,True
@Aliexplore786,Baba g ky brand par chapa parha tha 😅🤣 Punjab food walo ka 😂😅😅,0,2025-10-06T06:49:27Z,True
@bukka22,"Purani Dilli mein laal kuan area mein same aisi he kheer milti hai, ye kheer kam rabdi zyada lagti hai, bohot he zayekedaar hoti hai ye kheer",0,2025-10-02T10:27:45Z,True
@AbhishekVet03,Converted forgot their Hindu ancestry. Lahore is a city of God Rama's son Lov.,0,2025-09-30T15:51:02Z,True
@IWouldLikeToEast,sugary and salty products.,2,2024-10-27T01:11:19Z,True
@chefcookseverything.9173,"Please visit  Wraps N' Rolls Islampura, Lahore.",0,2024-10-13T13:32:24Z,True
@chefcookseverything.9173,"Please visit  Wraps N' Rolls Islampura, Lahore.",1,2024-10-13T13:32:24Z,True
@chefcookseverything.9173,"Please visit  Wraps N' Rolls Islampura, Lahore.",0,2024-10-13T13:31:57Z,True
@eandpmanagement,"Saqib Sahib , Do you eat sometimes food at your home or only in these city shops?",2,2024-09-29T01:44:09Z,True
@ranaarajput8650,Roghan kiya hota hai? Charbi and roghan mai kiya faraq hai ?,1,2024-09-26T03:22:59Z,True
@khizerbutt95,"Sakib bhai ap ki vedio ki hype mai special gujranwala sai aky taste kiya Lakin apnai kebab ki tareef reality sai ziyadah ki.

Overrated average experience @saqib mobeen",0,2024-09-19T22:10:27Z,True
@Allgenerally,Saqib apko dekh k ehsas hota aek ideal Muslim kesa hona chaye,0,2024-08-16T04:54:05Z,True
@sajidmunir864,"You should see the harvesting of pool makhana, it's muddy, it's messy and extremely labour intensive.",0,2024-08-01T21:19:49Z,True
@Yuureeŕrfff,Hazrat Muhammad SAW ki sunat pak khanay se pehlay metha khanay ki hay.,0,2024-05-18T23:22:51Z,True
@mirzahassanbaigmongol,Namak khane se pehle Khana sunat hai aur rizq o seht k mutailq bara faida hai lekin ye khane k bad meethe ka ye bas petoo kisam k logon ki apni ahadees hain,0,2024-04-07T11:56:23Z,True
@mirzahassanbaigmongol,Koi taste nahi ab is qulfi ka,0,2024-04-07T11:51:10Z,True
@ShaikhSahab-l7j,Assalamu alekum bhai Pakistan bilkul India 🇮🇳 jesa hae. Aap ke khana bhot lazez hote hae.,0,2023-10-07T14:14:18Z,True
@SayedDanishSadat-xs1xz,Namak wala bat bilkul apni sahe farmaya khuch Esa video banawo jis mai recipes be ho hot chicken corn soup ka be vip video or recipe banawo,0,2023-08-25T22:09:24Z,True
@iamontrending7543,"Sir pesy leky ap logon ullu na bnaen app, apny briyani king shadman ka ganda khana ganda food , bemar kar deya apny pesy alag zaya huay.",0,2023-07-18T20:41:56Z,True
@jonijoni8731,"saqib Bhai

eddan hotel
fortress sedeeam
McDonald's KY samny
please try it",0,2023-07-10T19:24:32Z,True
@kashafulkheir6102,Jo kebab mein  Roghan(روغن) ki baat ker rehy thy wo kya tha ?? Anyone?,0,2023-07-07T21:38:36Z,True
@IjazAhmed-v4b,thank you brother for showing me my lovely walled lahore.,0,2023-07-04T10:19:01Z,True
@HamzaFayyaz,Try Captain Cook Lahore Cantt,0,2023-06-26T01:49:15Z,True
@tahirnazir1773,jithon jithon muft khana ............ondhi tusi vdo bna daende o............,0,2023-06-21T20:48:25Z,True
@awaragard83,Aap ki video daikh kr yahan se kabab khane gae.magar mayoosi hui taste was not good,0,2023-03-03T17:20:02Z,True
@mohsinnazir9392,Looking very beautyfull and feel very tasty masha Allah,1,2023-02-05T13:27:56Z,True
@jamshedakram2430,"@RanaHamzaSaifRHS please make a video of these foods
Please please please",0,2023-01-17T11:20:05Z,True
@Naina8067,Ye kebab wale uncle first he jino ne mobeen bhai ko baat 0hi n0hi Kerne di,0,2023-01-02T08:27:39Z,True
@alimanisar1103,Assalamu alaikum  me apki mehman ban sakti hu mujhe pakistan dekhna h  kiyoki mujhe bhot  piyar h apni qum se,0,2022-11-20T15:23:54Z,True
@veer4720,m from india we love ur food brother & we indians don't hate u guys we r not ur enemies always spread love always remember non muslims r not haters,73,2022-11-14T19:04:27Z,True
@syedamasooma9068,Meinay in k kebab khaya h mujhe in ka ghost Jo y in kebab mein use kartay hain woh pasand ni aya r na hi kebab it nay achay thay jitnay saqib uncle tareef karrahay hain 😐,1,2022-11-04T16:45:46Z,True
@politicsreporter4247,Anddroon Lahore eating is eating a Donkey.,1,2022-11-02T20:38:20Z,True
@sumairaabbas7289,Sugar ki medicine achi hoti hain inki?,0,2022-11-02T09:42:46Z,True
@junaidashraf3217,Your funny comments in the video make your videos more interesting. Like diwar ki taraf mu kr k khana... great humor so far.,0,2022-11-01T20:24:20Z,True
@Sohailkhan.600,Assalamualikum bhai jan pahli dafa apki video dakhi dakh kr maza agaya bhai apka bat karny ka tariqa or andaz bohot acha hai🤗,0,2022-10-31T22:05:27Z,True
@kenwebb2655,You just pop up on my feed and thank good a good Lahore explorer really enjoyed it❤️❤️❤️ keep up saqib bhai,2,2022-10-31T05:07:32Z,True
@sikhtraveller8860,Pork  biryani best in Amritsar same like lahore,1,2022-10-30T16:10:18Z,True
@shaukatmahmood9086,"Zabardast, came here after watching Wildlens by Abarar. I like that you also rate hygienic condition as well, for me personally more important than the taste👍🏼",3,2022-10-30T08:52:16Z,True
@informativehub6677,Nend urha di Bhai bohat alla video aur khana h bus bohat jalde Lahore ka visit hoga ab,0,2022-10-27T22:21:52Z,True
@sachindixit8365,Nice Pakistan street food i love it,0,2022-10-26T11:03:33Z,True
@saabich9952,Aoa bhai mnny ajj jana h androon kindly best points knsay hn food kay kindly reply day dain specially hareesay kii,0,2022-10-26T09:10:29Z,True
@AmritPalSingh-my1wz,Mashallah bohot wadia nazar aa rahi ai 👌👌👌👌🇮🇳. Love you,2,2022-10-26T05:27:58Z,True
@atifrauf8701,"Mr. saqib. pls pls pls be fair in your vlogs.  I followed your kabob v log and I was much much disappointed.... and my friend told me , don't follow him , it seems Mr. saqib is working behind money and he is not fair in reviews",0,2022-10-25T20:41:17Z,True
@kk4744,Saqib Bhai agha saleem Tika shop ki b video bnao mugalpura lasaniburger wali gali,0,2022-10-25T19:56:15Z,True
@ennasheikh5130,Lahore Is Love 🤩😍💕 Proud To Be A Lahori 🤩😍💕💕,2,2022-10-24T23:12:26Z,True
@shancrockryhouse184,Bhai please come Gujranwala and enjoy nerala food,0,2022-10-24T18:17:07Z,True
@farooqrangooni3642,Lahori bud chodya D grade food. . third class taste.,0,2022-10-24T17:19:46Z,True
@akramarslan2828,"Bhai Jan , baba kulfi kabhi banti hoi ap dekho to phir kabhi hath nai lagao gai, or yahan khoya nai rus ka chora shamil kia jata hai. Jis se taste or bhi aala ho jata hai ,",0,2022-10-23T13:34:20Z,True
@umairsarwar8802,Vis kab shop ka aik Naam hay but ap dakhy kitny SADA hy ya andron ki Khalis boli hay inki our body languich bhi polite hay koi extra odnry bnwat nahi hay wah lahore,0,2022-10-23T09:39:30Z,True
@sohailusman180,"i hope meat is Halal
u know what i mean 🤪
donkey are vanished in Lahore",0,2022-10-23T07:52:16Z,True
@adibashahin6956,Purana Lahore aur us k khanay dekh k bohat mza aay kia bat ha Lahore ki,1,2022-10-22T23:09:34Z,True
@zakosman7685,Half of Lahore sell khotta meat 😀,0,2022-10-22T15:01:36Z,True
